Accession ID	Collection date	Submission date	Location
EPI_ISL_19328383	2023-03-03	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328384	2023-03-06	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328385	2023-03-06	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328386	2023-03-12	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328387	2023-03-12	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328388	2022-02-11	2024-08-12	South America / Brazil / Santa Catarina / Romelandia
EPI_ISL_19328389	2022-02-22	2024-08-12	South America / Brazil / Santa Catarina / Campo Ere
EPI_ISL_19328390	2022-03-02	2024-08-12	South America / Brazil / Santa Catarina / Chapeco
EPI_ISL_19328391	2022-03-11	2024-08-12	South America / Brazil / Santa Catarina / Guaraciaba
EPI_ISL_19328392	2022-03-14	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328393	2022-03-15	2024-08-12	South America / Brazil / Santa Catarina / Seara
EPI_ISL_19328394	2022-05-16	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328395	2022-05-19	2024-08-12	South America / Brazil / Santa Catarina / Orleans
EPI_ISL_19328396	2022-05-19	2024-08-12	South America / Brazil / Santa Catarina / Gaspar
EPI_ISL_19328397	2022-05-19	2024-08-12	South America / Brazil / Santa Catarina / Araquari
EPI_ISL_19328398	2022-05-19	2024-08-12	South America / Brazil / Santa Catarina / Chapeco
EPI_ISL_19328399	2022-05-23	2024-08-12	South America / Brazil / Santa Catarina / Nova Trento
EPI_ISL_19328400	2022-05-24	2024-08-12	South America / Brazil / Santa Catarina / Santo Amaro Da Imperatriz
EPI_ISL_19328401	2022-05-24	2024-08-12	South America / Brazil / Santa Catarina / Rio Do Sul
EPI_ISL_19328402	2022-05-29	2024-08-12	South America / Brazil / Santa Catarina / Bombinhas
EPI_ISL_19328403	2022-06-16	2024-08-12	South America / Brazil / Santa Catarina / Criciuma
EPI_ISL_19328404	2021-04-13	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328405	2021-04-12	2024-08-12	South America / Brazil / Santa Catarina / Chapeco
EPI_ISL_19328406	2021-06-17	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328407	2021-06-20	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328408	2021-06-28	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328409	2021-07-03	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328410	2022-05-24	2024-08-12	South America / Brazil / Santa Catarina / Blumenau
EPI_ISL_19328411	2022-05-13	2024-08-12	South America / Brazil / Santa Catarina / Itajai
EPI_ISL_19328412	2020-04-24	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328413	2020-03-07	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328414	2020-04-29	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328415	2020-02-23	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328416	2020-05-20	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328417	2020-03-02	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328418	2019-04-22	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328419	2019-04-08	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328420	2019-05-02	2024-08-12	South America / Brazil / Santa Catarina / Itapema
EPI_ISL_19328421	2019-05-02	2024-08-12	South America / Brazil / Santa Catarina / Itapema
EPI_ISL_19328422	2019-04-29	2024-08-12	South America / Brazil / Santa Catarina / Porto Belo
EPI_ISL_19328423	2023-02-01	2024-08-12	South America / Brazil / Santa Catarina / Coronel Freitas
EPI_ISL_19328424	2023-02-08	2024-08-12	South America / Brazil / Santa Catarina / Sao Jose
EPI_ISL_19328425	2023-02-10	2024-08-12	South America / Brazil / Santa Catarina / Navegantes
EPI_ISL_19328426	2023-03-11	2024-08-12	South America / Brazil / Santa Catarina / Palhoca
EPI_ISL_19328427	2023-03-13	2024-08-12	South America / Brazil / Santa Catarina / Itajai
EPI_ISL_19328428	2023-03-11	2024-08-12	South America / Brazil / Santa Catarina / Palhoca
EPI_ISL_19328429	2023-03-27	2024-08-12	South America / Brazil / Santa Catarina / Itajai
EPI_ISL_19328430	2023-03-28	2024-08-12	South America / Brazil / Santa Catarina / Quilombo
EPI_ISL_19328431	2023-02-02	2024-08-12	South America / Brazil / Santa Catarina / Chapeco
EPI_ISL_19328432	2023-02-12	2024-08-12	South America / Brazil / Santa Catarina / Chapeco
EPI_ISL_19328433	2023-03-03	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328434	2023-03-07	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328435	2023-03-09	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328436	2023-03-08	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328437	2023-03-09	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328438	2023-03-09	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328439	2023-03-12	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328440	2023-03-14	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328441	2023-03-15	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19328442	2023-03-15	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328443	2023-03-15	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328444	2023-03-17	2024-08-12	South America / Brazil / Santa Catarina / Chapeco
EPI_ISL_19328445	2023-03-20	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328446	2023-03-19	2024-08-12	South America / Brazil / Santa Catarina / Itajai
EPI_ISL_19328447	2023-03-21	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328448	2023-03-22	2024-08-12	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_19328449	2023-03-22	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328450	2023-03-24	2024-08-12	South America / Brazil / Santa Catarina / Palhoca
EPI_ISL_19328451	2023-03-26	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328452	2023-01-17	2024-08-12	South America / Brazil / Santa Catarina / Chapeco
EPI_ISL_19328453	2023-03-12	2024-08-12	South America / Brazil / Santa Catarina / Sao Jose
EPI_ISL_19328454	2020-05-15	2024-08-12	South America / Brazil / Santa Catarina / Balneario Camboriu
EPI_ISL_19328455	2019-04-15	2024-08-12	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_19342829	2024-06-26	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342830	2024-06-11	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342831	2024-06-10	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342832	2024-06-25	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342833	2024-06-27	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342834	2024-06-13	2024-08-19	South America / Brazil / Pernambuco / Oroco
EPI_ISL_19342835	2024-06-04	2024-08-19	South America / Brazil / Pernambuco / Oroco
EPI_ISL_19342836	2024-06-25	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342837	2024-06-11	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342838	2024-06-03	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342839	2024-06-22	2024-08-19	South America / Brazil / Pernambuco / Salgueiro
EPI_ISL_19342840	2024-06-13	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342841	2024-06-10	2024-08-19	South America / Brazil / Pernambuco / Oroco
EPI_ISL_19342842	2024-06-13	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342843	2024-06-11	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342844	2024-06-12	2024-08-19	South America / Brazil / Pernambuco / Cupira
EPI_ISL_19342845	2024-06-13	2024-08-19	South America / Brazil / Pernambuco / Buique
EPI_ISL_19342846	2024-06-20	2024-08-19	South America / Brazil / Pernambuco / Serrita
EPI_ISL_19342847	2024-06-10	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342848	2024-06-12	2024-08-19	South America / Brazil / Pernambuco / Barra de Guabiraba
EPI_ISL_19342849	2024-06-10	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342850	2024-06-17	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342851	2024-05-29	2024-08-19	South America / Brazil / Pernambuco / Barra de Guabiraba
EPI_ISL_19342852	2024-06-07	2024-08-19	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_19342853	2024-04-16	2024-08-19	South America / Brazil / Pernambuco / Serrita
EPI_ISL_19342854	2024-04-15	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342855	2024-05-06	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342856	2024-05-02	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342857	2024-05-09	2024-08-19	South America / Brazil / Pernambuco / Custodia
EPI_ISL_19342858	2024-04-15	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342859	2024-04-29	2024-08-19	South America / Brazil / Pernambuco / Petrolandia
EPI_ISL_19342860	2024-04-25	2024-08-19	South America / Brazil / Pernambuco / Bezerros
EPI_ISL_19342861	2024-04-01	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342862	2024-04-02	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342863	2024-04-05	2024-08-19	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_19342864	2024-04-01	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342865	2024-06-05	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342866	2024-03-27	2024-08-19	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_19342867	2024-06-04	2024-08-19	South America / Brazil / Pernambuco / Jatoba
EPI_ISL_19342868	2024-06-03	2024-08-19	South America / Brazil / Pernambuco / Jatoba
EPI_ISL_19342869	2024-04-02	2024-08-19	South America / Brazil / Pernambuco / Arcoverde
EPI_ISL_19342870	2024-03-27	2024-08-19	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_19342871	2024-03-28	2024-08-19	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_19342872	2024-06-04	2024-08-19	South America / Brazil / Pernambuco / Jatoba
EPI_ISL_19342873	2024-06-05	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342874	2024-04-08	2024-08-19	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_19342875	2024-06-26	2024-08-19	South America / Brazil / Pernambuco / Serrita
EPI_ISL_19342876	2024-06-04	2024-08-19	South America / Brazil / Pernambuco / Jucati
EPI_ISL_19342877	2024-06-05	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342878	2024-06-20	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342879	2024-06-20	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342880	2024-05-14	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342881	2024-06-20	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342882	2024-06-28	2024-08-19	South America / Brazil / Pernambuco / Petrolina
EPI_ISL_19342883	2024-05-14	2024-08-19	South America / Brazil / Pernambuco / Terezinha
EPI_ISL_19342884	2024-05-08	2024-08-19	South America / Brazil / Pernambuco / Petrolina
EPI_ISL_19342885	2024-04-02	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342886	2024-04-05	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342887	2024-05-26	2024-08-19	South America / Brazil / Pernambuco / Jatoba
EPI_ISL_19342888	2024-04-24	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342889	2024-04-29	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342890	2024-04-18	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342891	2024-04-17	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342892	2024-06-04	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342893	2024-05-14	2024-08-19	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_19342894	2024-05-25	2024-08-19	South America / Brazil / Pernambuco / Petrolandia
EPI_ISL_19342895	2024-05-27	2024-08-19	South America / Brazil / Pernambuco / Buique
EPI_ISL_19342896	2024-03-27	2024-08-19	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_19342897	2024-06-14	2024-08-19	South America / Brazil / Pernambuco / Belem do Sao Francisco
EPI_ISL_19342898	2024-06-05	2024-08-19	South America / Brazil / Pernambuco / Jatoba
EPI_ISL_19342899	2024-06-04	2024-08-19	South America / Brazil / Pernambuco / Brejinho
EPI_ISL_19342900	2024-06-03	2024-08-19	South America / Brazil / Pernambuco / Fernando de Noronha
EPI_ISL_19342901	2024-04-23	2024-08-19	South America / Brazil / Pernambuco / Aguas Belas
EPI_ISL_19342902	2024-06-26	2024-08-19	South America / Brazil / Pernambuco / Recife
EPI_ISL_19342903	2024-06-07	2024-08-19	South America / Brazil / Pernambuco / Jatoba
EPI_ISL_19342904	2024-05-31	2024-08-19	South America / Brazil / Pernambuco / Bom Conselho
EPI_ISL_19342905	2024-06-18	2024-08-19	South America / Brazil / Pernambuco / Petrolina
EPI_ISL_19358695	2024-06-13	2024-08-26	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_19358696	2024-06-13	2024-08-26	South America / Brazil / Sao Paulo / Franca
EPI_ISL_19358697	2024-06-13	2024-08-26	South America / Brazil / Sao Paulo / Franca
EPI_ISL_19358699	2024-06-13	2024-08-26	South America / Brazil / Sao Paulo / Franca
EPI_ISL_19358700	2024-06-13	2024-08-26	South America / Brazil / Sao Paulo / Franca
EPI_ISL_19358701	2024-02-20	2024-08-26	South America / Brazil / Sao Paulo / Santa Barbara D'Oeste
EPI_ISL_19358703	2024-02-20	2024-08-26	South America / Brazil / Sao Paulo / Valinhos
EPI_ISL_19358704	2024-02-13	2024-08-26	South America / Brazil / Sao Paulo / Franco da Rocha
EPI_ISL_19358705	2024-02-23	2024-08-26	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_19358706	2024-02-19	2024-08-26	South America / Brazil / Sao Paulo / Sao Luis do Paraitinga
EPI_ISL_19358708	2024-02-26	2024-08-26	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_19358709	2024-03-06	2024-08-26	South America / Brazil / Sao Paulo / Sao Jose da Bela Vista
EPI_ISL_19358710	2024-02-27	2024-08-26	South America / Brazil / Sao Paulo / Santo Andre
EPI_ISL_19358711	2024-02-22	2024-08-26	South America / Brazil / Sao Paulo / Santo Andre
EPI_ISL_19358713	2024-02-22	2024-08-26	South America / Brazil / Sao Paulo / Bariri
EPI_ISL_19358714	2024-02-25	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358715	2024-03-03	2024-08-26	South America / Brazil / Sao Paulo / Rifaina
EPI_ISL_19358716	2024-03-05	2024-08-26	South America / Brazil / Sao Paulo / Nova Alianca
EPI_ISL_19358718	2024-03-05	2024-08-26	South America / Brazil / Sao Paulo / Limeira
EPI_ISL_19358719	2024-03-13	2024-08-26	South America / Brazil / Sao Paulo / Itanhaem
EPI_ISL_19358720	2024-03-12	2024-08-26	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_19358721	2024-03-04	2024-08-26	South America / Brazil / Sao Paulo / Votorantim
EPI_ISL_19358723	2024-03-18	2024-08-26	South America / Brazil / Sao Paulo / Jaguariuna
EPI_ISL_19358724	2024-03-23	2024-08-26	South America / Brazil / Sao Paulo / Santo Andre
EPI_ISL_19358725	2024-03-12	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358726	2024-03-16	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358728	2024-03-03	2024-08-26	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_19358729	2024-02-25	2024-08-26	South America / Brazil / Sao Paulo / Piracicaba
EPI_ISL_19358731	2024-03-04	2024-08-26	South America / Brazil / Sao Paulo / Pompeia
EPI_ISL_19358732	2024-03-22	2024-08-26	South America / Brazil / Sao Paulo / Ferraz de Vasconcelos
EPI_ISL_19358733	2024-03-06	2024-08-26	South America / Brazil / Sao Paulo / Praia Grande
EPI_ISL_19358735	2024-04-03	2024-08-26	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_19358736	2024-03-19	2024-08-26	South America / Brazil / Sao Paulo / Botucatu
EPI_ISL_19358737	2024-03-25	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358739	2024-04-02	2024-08-26	South America / Brazil / Sao Paulo / Votorantim
EPI_ISL_19358740	2024-04-07	2024-08-26	South America / Brazil / Sao Paulo / Cajamar
EPI_ISL_19358741	2024-03-25	2024-08-26	South America / Brazil / Sao Paulo / Limeira
EPI_ISL_19358742	2024-03-22	2024-08-26	South America / Brazil / Sao Paulo / Cajati
EPI_ISL_19358744	2024-03-20	2024-08-26	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_19358745	2024-04-22	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358746	2024-04-22	2024-08-26	South America / Brazil / Sao Paulo / Mineiros do Tiete
EPI_ISL_19358748	2024-04-09	2024-08-26	South America / Brazil / Sao Paulo / Pilar do Sul
EPI_ISL_19358749	2024-04-18	2024-08-26	South America / Brazil / Sao Paulo / Sao Bernardo do Campo
EPI_ISL_19358750	2024-04-23	2024-08-26	South America / Brazil / Sao Paulo / Lourdes
EPI_ISL_19358751	2024-05-05	2024-08-26	South America / Brazil / Sao Paulo / Campinas
EPI_ISL_19358753	2024-04-10	2024-08-26	South America / Brazil / Sao Paulo / Carapicuiba
EPI_ISL_19358754	2024-04-12	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358755	2024-05-01	2024-08-26	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_19358756	2024-03-13	2024-08-26	South America / Brazil / Sao Paulo / Marilia
EPI_ISL_19358758	2024-05-15	2024-08-26	South America / Brazil / Sao Paulo / Ariranha
EPI_ISL_19358759	2024-03-20	2024-08-26	South America / Brazil / Sao Paulo / Guaruja
EPI_ISL_19358760	2024-02-20	2024-08-26	South America / Brazil / Sao Paulo / Sumare
EPI_ISL_19358761	2024-03-01	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358763	2024-02-19	2024-08-26	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_19358764	2024-02-22	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358765	2024-03-07	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358767	2024-03-09	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358768	2024-03-07	2024-08-26	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_19358769	2024-02-23	2024-08-26	South America / Brazil / Sao Paulo / Garca
EPI_ISL_19358771	2024-02-29	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358772	2024-03-04	2024-08-26	South America / Brazil / Sao Paulo / Bebedouro
EPI_ISL_19358773	2024-03-28	2024-08-26	South America / Brazil / Sao Paulo / Bertioga
EPI_ISL_19358775	2024-03-28	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358776	2024-03-04	2024-08-26	South America / Brazil / Sao Paulo / Jaboticabal
EPI_ISL_19358777	2024-03-05	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358779	2024-03-26	2024-08-26	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_19358780	2024-03-31	2024-08-26	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_19358781	2024-03-18	2024-08-26	South America / Brazil / Sao Paulo / Franca
EPI_ISL_19358782	2024-03-26	2024-08-26	South America / Brazil / Sao Paulo / Cacapava
EPI_ISL_19358783	2024-05-02	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358784	2024-03-15	2024-08-26	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_19358785	2024-05-05	2024-08-26	South America / Brazil / Sao Paulo / Rio Claro
EPI_ISL_19358786	2024-05-06	2024-08-26	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_19358787	2024-04-17	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358788	2024-04-14	2024-08-26	South America / Brazil / Sao Paulo / Peruibe
EPI_ISL_19358789	2024-05-05	2024-08-26	South America / Brazil / Sao Paulo / Santa Cruz do Rio Pardo
EPI_ISL_19358790	2024-05-04	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358791	2024-05-08	2024-08-26	South America / Brazil / Sao Paulo / Itu
EPI_ISL_19358792	2024-03-18	2024-08-26	South America / Brazil / Sao Paulo / Bebedouro
EPI_ISL_19358793	2024-04-29	2024-08-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_19358794	2024-05-20	2024-08-26	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_19358795	2024-02-23	2024-08-26	South America / Brazil / Tocantins / Palmas
EPI_ISL_19358796	2024-03-02	2024-08-26	South America / Brazil / Tocantins / Palmas
EPI_ISL_19358797	2024-03-12	2024-08-26	South America / Brazil / Tocantins / Sao Salvador do Tocantins
EPI_ISL_19358798	2024-03-21	2024-08-26	South America / Brazil / Tocantins / Porto Nacional
EPI_ISL_19358799	2024-03-19	2024-08-26	South America / Brazil / Tocantins / Novo Alegre
EPI_ISL_19358800	2024-04-09	2024-08-26	South America / Brazil / Tocantins / Porto Nacional
EPI_ISL_19358801	2024-04-16	2024-08-26	South America / Brazil / Tocantins / Peixe
EPI_ISL_19358802	2024-05-14	2024-08-26	South America / Brazil / Tocantins / Porto Nacional
EPI_ISL_19358803	2024-05-21	2024-08-26	South America / Brazil / Tocantins / Ponte Alta do Tocantins
EPI_ISL_19358804	2024-02-21	2024-08-26	South America / Brazil / Tocantins / Peixe
EPI_ISL_19358805	2024-02-27	2024-08-26	South America / Brazil / Tocantins / Gurupi
EPI_ISL_19358806	2024-03-05	2024-08-26	South America / Brazil / Tocantins / Dianopolis
EPI_ISL_19358807	2024-03-08	2024-08-26	South America / Brazil / Tocantins / Peixe
EPI_ISL_19358808	2024-03-14	2024-08-26	South America / Brazil / Tocantins / Porto Nacional
EPI_ISL_19358809	2024-03-24	2024-08-26	South America / Brazil / Tocantins / Palmas
EPI_ISL_19358810	2024-04-12	2024-08-26	South America / Brazil / Tocantins / Paraiso do Tocantins
EPI_ISL_19358811	2024-04-01	2024-08-26	South America / Brazil / Tocantins / Palmas
EPI_ISL_19358812	2024-05-01	2024-08-26	South America / Brazil / Tocantins / Sao Salvador do Tocantins
EPI_ISL_19358813	2024-05-08	2024-08-26	South America / Brazil / Tocantins / Taguatinga
EPI_ISL_19358814	2024-05-10	2024-08-26	South America / Brazil / Tocantins / Peixe
EPI_ISL_19358815	2024-05-03	2024-08-26	South America / Brazil / Tocantins / Palmas
EPI_ISL_19358816	2024-05-13	2024-08-26	South America / Brazil / Tocantins / Palmeiropolis
EPI_ISL_19358817	2024-05-27	2024-08-26	South America / Brazil / Tocantins / Sao Salvador do Tocantins
EPI_ISL_19358818	2024-06-20	2024-08-26	South America / Brazil / Tocantins / Gurupi
EPI_ISL_19358819	2024-06-15	2024-08-26	South America / Brazil / Tocantins / Sao Salvador do Tocantins
EPI_ISL_19358820	2024-06-06	2024-08-26	South America / Brazil / Tocantins / Palmas
EPI_ISL_19358821	2024-06-12	2024-08-26	South America / Brazil / Tocantins / Palmas
EPI_ISL_19358822	2024-07-05	2024-08-26	South America / Brazil / Tocantins / Porto Nacional
EPI_ISL_19358823	2024-05-06	2024-08-26	South America / Brazil / Tocantins / Peixe
EPI_ISL_19358824	2024-05-09	2024-08-26	South America / Brazil / Tocantins / Palmeiropolis
EPI_ISL_19365344	2024-02-06	2024-08-28	South America / Brazil / Minas Gerais
EPI_ISL_19370895	2024-07-04	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370896	2024-07-06	2024-08-30	South America / Brazil / Federal District / Planaltina
EPI_ISL_19370897	2024-07-08	2024-08-30	South America / Brazil / Federal District / Plano Piloto
EPI_ISL_19370898	2024-07-02	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370899	2024-07-02	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370900	2024-07-02	2024-08-30	South America / Brazil / Federal District / Sao Sebastiao
EPI_ISL_19370901	2024-06-20	2024-08-30	South America / Brazil / Federal District / Taguatinga
EPI_ISL_19370902	2024-07-01	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370903	2024-07-01	2024-08-30	South America / Brazil / Federal District / Plano Piloto
EPI_ISL_19370904	2024-06-11	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370905	2024-05-18	2024-08-30	South America / Brazil / Federal District / Planaltina
EPI_ISL_19370906	2024-06-12	2024-08-30	South America / Brazil / Federal District / Paranoa
EPI_ISL_19370907	2024-06-04	2024-08-30	South America / Brazil / Federal District / Plano Piloto
EPI_ISL_19370908	2024-06-05	2024-08-30	South America / Brazil / Federal District / Planaltina
EPI_ISL_19370909	2024-06-05	2024-08-30	South America / Brazil / Federal District / Planaltina
EPI_ISL_19370910	2024-06-05	2024-08-30	South America / Brazil / Federal District / Sobradinho II
EPI_ISL_19370911	2024-06-05	2024-08-30	South America / Brazil / Federal District / Plano Piloto
EPI_ISL_19370912	2024-06-20	2024-08-30	South America / Brazil / Federal District / Sobradinho II
EPI_ISL_19370913	2024-06-19	2024-08-30	South America / Brazil / Federal District / Ceilandia
EPI_ISL_19370914	2024-06-19	2024-08-30	South America / Brazil / Federal District / Sao Sebastiao
EPI_ISL_19370915	2024-05-29	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370916	2024-05-30	2024-08-30	South America / Brazil / Federal District / Recanto Das Emas
EPI_ISL_19370917	2024-06-01	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370918	2024-06-03	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370919	2024-06-03	2024-08-30	South America / Brazil / Federal District / Sobradinho
EPI_ISL_19370920	2024-06-03	2024-08-30	South America / Brazil / Federal District / Santa Maria
